user_id,1,2,3,4,5,6,7,8,9,10
1,0.5,0.0,0.5,1.0,0.5,0.0,1.0,0.5,0.0,0.0
2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0
3,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0
4,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0
5,0.5,1.0,0.5,0.0,0.0,0.5,0.5,1.0,0.5,0.5
6,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.0
7,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.0
8,0.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0
9,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0
10,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.5
11,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5
12,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.0
13,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0
14,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
15,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,0.5
16,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,1.0
17,0.5,1.0,0.5,0.0,1.0,0.5,0.0,0.5,0.5,0.0
18,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0
19,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5
20,0.5,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0
21,0.5,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0
22,0.5,1.0,0.5,1.0,0.0,0.5,0.5,1.0,0.0,0.0
23,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.0,1.0
24,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.0
25,0.5,0.0,0.5,1.0,0.5,1.0,1.0,0.5,0.0,0.0
26,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0
27,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0
28,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0
29,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0
30,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0
31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5
32,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5
33,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0
34,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0
35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
36,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0
37,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0
38,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.5,0.0
39,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0
40,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.0
41,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0
42,0.5,0.5,0.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0
43,1.0,0.5,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0
44,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0
45,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,1.0,0.5
46,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5
47,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5
48,1.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5
49,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0
50,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.0
51,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.0
52,0.5,0.0,0.5,0.0,0.5,1.0,1.0,0.5,0.0,0.0
53,0.0,1.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0
54,0.5,1.0,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.0
55,0.5,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0
56,0.5,0.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.0
57,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0
58,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0
59,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5
60,0.5,0.0,0.5,0.5,1.0,0.5,0.0,1.0,0.0,0.0
61,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,1.0,0.0
63,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5
64,0.5,1.0,1.0,0.5,0.0,1.0,0.5,1.0,0.5,0.0
65,1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0
66,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.0
67,1.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.5
68,0.5,0.5,1.0,0.5,0.0,0.5,1.0,1.0,1.0,1.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
71,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,1.0
72,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.5,1.0,0.5
73,0.5,1.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.5
74,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0
75,0.5,0.0,1.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0
76,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.0
77,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
78,0.5,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0
79,0.5,0.5,1.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0
80,1.0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.0
81,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.0
82,0.5,1.0,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5
83,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0
84,1.0,0.5,0.0,0.5,0.0,1.0,1.0,0.5,1.0,0.0
85,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0
86,0.5,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.5,0.5
87,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0
